customer_id,Age,Income,Credit Score,Loan Amount,Tenure,Interest Rate,Existing EMI,Dependents,Experience_years,City,Job Type,Education Level,Marital Status,Loan Purpose,Credit Card Owner,Vehicle Owner,Default Flag,Default Status,Income_Clean,Credit Score_Clean,City_Clean,Job type _Clean,Education level_Clean,Risk Level,Income Segment,Loan Size Category
129272,25,55082.83,739,116956.76,12,10.61,0,2,33,Pune,Unemployed,HighSchool,Single,Travel,No,Yes,1,Yes,55082.83,739,Pune,Unemployed,HighSchool,High Risk,high,Large
124741,60,8000,518,5000,48,27.79,2,2,14,Pune,Unemployed,Masters,Married,Home,No,Yes,1,Yes,8000,518,Pune,Unemployed,Masters,High Risk,high,Small
117116,29,77531.22,542,411301.43,12,17.75,2,4,38,Bangalore,Freelancer,PhD,Married,Home,No,Yes,1,Yes,77531.22,542,Bangalore,Freelancer,PhD,High Risk,high,Large
111444,47,,445,223292.76,60,21.85,2,1,29,Jaipur,Freelancer,,Single,Car,Yes,Yes,1,Yes,55020.04,445,Jaipur,Freelancer,unknown,High Risk,high,Large
122748,24,26153.27,341,328419.68,18,11.91,2,1,27,Hyderabad,Freelancer,Masters,Single,Medical,No,Yes,1,Yes,26153.27,341,Hyderabad,Freelancer,Masters,High Risk,high,Large
104421,22,74051.68,586,5000,24,26.47,1,1,28,Kolkata,Freelancer,Masters,Single,Education,No,Yes,1,Yes,74051.68,586,Kolkata,Freelancer,Masters,High Risk,high,Small
102950,21,65538.59,656,5000,60,8.06,2,0,16,Hyderabad,,Bachelors,Married,Travel,No,No,1,Yes,65538.59,656,Hyderabad,unknown,Bachelors,High Risk,high,Small
124808,44,41379.26,807,29556.48,36,16.48,1,1,4,Delhi,Student,HighSchool,Married,Home,No,Yes,1,Yes,41379.26,807,Delhi,Student,HighSchool,High Risk,high,Small
104028,27,29734.88,549,5000,18,19.53,1,5,6,Jaipur,Freelancer,Masters,Divorced,Business,Yes,No,1,Yes,29734.88,549,Jaipur,Freelancer,Masters,High Risk,high,Small
124575,60,39480.8,310,426633.27,48,14.64,1,5,24,Kolkata,Salaried,PhD,Divorced,Personal,Yes,Yes,1,Yes,39480.8,310,Kolkata,Salaried,PhD,High Risk,high,Large
101661,44,25947.04,880,247024.77,24,14.79,1,2,24,Chennai,Business,Bachelors,Married,Medical,Yes,Yes,1,Yes,25947.04,880,Chennai,Business,Bachelors,High Risk,high,Large
117957,47,41791.65,559,501529.45,60,14.29,5,4,20,Mumbai,Freelancer,PhD,Single,Car,No,No,1,Yes,41791.65,559,Mumbai,Freelancer,PhD,High Risk,high,Large
124781,40,82759.46,674,294113.87,24,20.17,2,2,38,Delhi,Salaried,Diploma,Divorced,Home,Yes,No,0,No,82759.46,674,Delhi,Salaried,Diploma,Low Risk,high,Large
116993,20,38421.49,840,177878.23,18,24.87,4,1,2,Pune,Freelancer,Diploma,Single,Home,No,No,1,Yes,38421.49,840,Pune,Freelancer,Diploma,High Risk,high,Large
114687,43,65948.67,372,285949.44,18,23.63,2,5,19,Hyderabad,Salaried,PhD,Divorced,Education,Yes,No,1,Yes,65948.67,372,Hyderabad,Salaried,PhD,High Risk,high,Large
120799,60,56255.19,726,223883.68,12,15,4,0,27,Pune,Freelancer,HighSchool,Divorced,Medical,Yes,Yes,1,Yes,56255.19,726,Pune,Freelancer,HighSchool,High Risk,high,Large
124646,49,69856.64,656,307056.62,60,20.23,1,4,21,Delhi,Salaried,HighSchool,Married,Medical,Yes,Yes,1,Yes,69856.64,656,Delhi,Salaried,HighSchool,High Risk,high,Large
115287,31,54506.6,428,192549.48,18,24.74,5,3,12,Pune,Business,Bachelors,Single,Business,Yes,Yes,1,Yes,54506.6,428,Pune,Business,Bachelors,High Risk,high,Large
110124,54,,556,248566.78,12,12.87,1,1,33,Kolkata,Freelancer,Masters,Single,Education,No,No,1,Yes,55020.04,556,Kolkata,Freelancer,Masters,High Risk,high,Large
112228,58,44707.4,721,239233.52,24,18.47,2,1,12,Mumbai,Unemployed,HighSchool,Single,Education,Yes,Yes,0,No,44707.4,721,Mumbai,Unemployed,HighSchool,Very Low Risk,high,Large
107475,36,100516.47,549,111035.64,12,23.76,3,3,21,Bangalore,Business,PhD,Divorced,Business,Yes,No,1,Yes,100516.47,549,Bangalore,Business,PhD,High Risk,high,Large
105804,46,49452.94,436,281715.07,60,21.52,2,3,39,Kolkata,Freelancer,PhD,Divorced,Education,No,Yes,1,Yes,49452.94,436,Kolkata,Freelancer,PhD,High Risk,high,Large
103710,26,79181.79,377,5000,60,18.24,3,0,13,Bangalore,Freelancer,Bachelors,Married,Education,Yes,Yes,0,No,79181.79,377,Bangalore,Freelancer,Bachelors,Medium Risk,high,Small
124102,47,69860.9,753,297789.45,36,11.35,3,5,26,Jaipur,Student,Bachelors,Divorced,Personal,Yes,Yes,1,Yes,69860.9,753,Jaipur,Student,Bachelors,High Risk,high,Large
103031,38,25599.38,628,178661.43,12,23.2,3,1,19,Delhi,Salaried,Masters,Single,Travel,Yes,No,1,Yes,25599.38,628,Delhi,Salaried,Masters,High Risk,high,Large
101937,45,8000,,5000,18,19.92,1,1,10,Delhi,Student,Diploma,Married,Travel,No,No,1,Yes,8000,601,Delhi,Student,Diploma,High Risk,high,Small
105453,64,64361.81,694,307815.41,36,8.01,0,1,10,Delhi,Unemployed,Diploma,Single,Business,Yes,Yes,1,Yes,64361.81,694,Delhi,Unemployed,Diploma,High Risk,high,Large
107998,52,74064.62,893,187970.93,18,26.09,3,5,6,Mumbai,,Diploma,Single,Medical,Yes,Yes,1,Yes,74064.62,893,Mumbai,unknown,Diploma,High Risk,high,Large
125179,35,50365.72,534,167314.96,24,19.89,0,3,22,Delhi,Freelancer,Bachelors,Married,Travel,Yes,No,0,No,50365.72,534,Delhi,Freelancer,Bachelors,Medium Risk,high,Large
117775,35,62114.54,710,253680.52,12,14.19,3,4,34,Chennai,Student,,Single,Business,No,No,1,Yes,62114.54,710,Chennai,Student,unknown,High Risk,high,Large
129516,48,21546.51,470,285086.44,24,24.59,3,4,12,Kolkata,Business,Diploma,Divorced,Medical,Yes,No,1,Yes,21546.51,470,Kolkata,Business,Diploma,High Risk,high,Large
129658,39,38100,553,5000,12,14.83,3,1,27,Kolkata,Business,Bachelors,Single,Education,Yes,No,1,Yes,38100,553,Kolkata,Business,Bachelors,High Risk,high,Small
126453,52,44806.87,610,232712.72,48,21.42,1,3,39,Pune,Unemployed,Diploma,Married,Business,Yes,Yes,1,Yes,44806.87,610,Pune,Unemployed,Diploma,High Risk,high,Large
121482,40,55818.03,408,331249.44,12,24.33,2,5,10,Pune,Salaried,Masters,Married,Car,Yes,No,0,No,55818.03,408,Pune,Salaried,Masters,Medium Risk,high,Large
110855,36,,355,139535.26,60,15.53,2,4,36,,Freelancer,HighSchool,Single,Medical,Yes,Yes,1,Yes,55020.04,355,unknown,Freelancer,HighSchool,High Risk,high,Large
128234,50,16771.02,316,160186.43,48,23.44,0,5,37,Pune,Unemployed,Diploma,Divorced,Personal,No,Yes,1,Yes,16771.02,316,Pune,Unemployed,Diploma,High Risk,high,Large
110039,28,36458.45,894,250429.95,6,23.91,1,2,16,Jaipur,Business,Bachelors,Married,Education,Yes,No,1,Yes,36458.45,894,Jaipur,Business,Bachelors,High Risk,high,Large
101282,24,22104.4,304,83242.65,36,27.38,1,3,27,,Unemployed,Diploma,Married,Car,No,No,1,Yes,22104.4,304,unknown,Unemployed,Diploma,High Risk,high,Large
115461,37,59047.29,820,192229.8,36,11.24,3,5,16,Kolkata,Freelancer,Diploma,Single,Business,Yes,Yes,1,Yes,59047.29,820,Kolkata,Freelancer,Diploma,High Risk,high,Large
104351,32,19239.45,803,55273.07,12,14.32,1,3,22,Mumbai,Freelancer,,Divorced,Medical,No,No,1,Yes,19239.45,803,Mumbai,Freelancer,unknown,High Risk,high,Medium
107647,41,74587.69,,238705.82,48,24.02,2,3,30,Hyderabad,Business,Masters,Single,Travel,No,No,1,Yes,74587.69,601,Hyderabad,Business,Masters,High Risk,high,Large
126255,48,65178.95,723,160230.36,36,9.52,1,1,13,Kolkata,Salaried,PhD,Divorced,Personal,Yes,Yes,1,Yes,65178.95,723,Kolkata,Salaried,PhD,High Risk,high,Large
103843,42,70204.18,699,32976.99,12,23.1,0,0,16,Bangalore,Student,HighSchool,Divorced,Personal,Yes,No,0,No,70204.18,699,Bangalore,Student,HighSchool,Low Risk,high,Medium
121783,27,40522.85,807,106727.24,48,7.92,4,0,15,Hyderabad,Unemployed,PhD,Married,Travel,Yes,No,1,Yes,40522.85,807,Hyderabad,Unemployed,PhD,High Risk,high,Large
105824,33,65710.21,347,416855.08,48,20.14,0,3,26,Chennai,Student,PhD,Divorced,Home,No,No,1,Yes,65710.21,347,Chennai,Student,PhD,High Risk,high,Large
121130,32,81791.68,852,75656.68,60,12.39,2,4,23,Pune,Unemployed,Masters,Divorced,Car,Yes,No,1,Yes,81791.68,852,Pune,Unemployed,Masters,High Risk,high,Large
112590,37,36624.56,636,5000,60,8.73,1,1,16,Mumbai,,PhD,Single,Education,No,Yes,1,Yes,36624.56,636,Mumbai,unknown,PhD,High Risk,high,Small
105115,47,94444.92,843,147209.82,48,7.2,2,0,23,Bangalore,Salaried,Diploma,Married,Travel,Yes,Yes,1,Yes,94444.92,843,Bangalore,Salaried,Diploma,High Risk,high,Large
113586,55,29529.02,,49688.72,12,17.51,1,3,15,Jaipur,Freelancer,Masters,Divorced,Car,No,No,0,No,29529.02,601,Jaipur,Freelancer,Masters,Low Risk,high,Medium
122560,28,53655.92,419,281665.75,18,9.34,3,1,33,Kolkata,Salaried,Diploma,Single,Car,Yes,No,1,Yes,53655.92,419,Kolkata,Salaried,Diploma,High Risk,high,Large
107573,25,25811.36,796,129547.41,60,9.67,1,2,9,Hyderabad,Salaried,Bachelors,Married,Personal,No,Yes,1,Yes,25811.36,796,Hyderabad,Salaried,Bachelors,High Risk,high,Large
117521,46,38217.69,851,160166.46,6,15.68,1,5,29,Hyderabad,Freelancer,Masters,Divorced,Education,No,No,1,Yes,38217.69,851,Hyderabad,Freelancer,Masters,High Risk,high,Large
107613,29,70431,463,19890.43,24,12.45,2,4,15,Hyderabad,Salaried,Bachelors,Divorced,Travel,No,No,1,Yes,70431,463,Hyderabad,Salaried,Bachelors,High Risk,high,Small
111291,31,110457.23,378,299705.06,12,22.03,1,5,16,Pune,,Diploma,Married,Business,No,No,1,Yes,110457.23,378,Pune,unknown,Diploma,High Risk,high,Large
118426,22,69373.6,401,252295.26,12,25.65,2,3,7,Pune,Student,Bachelors,Married,Car,No,No,1,Yes,69373.6,401,Pune,Student,Bachelors,High Risk,high,Large
119959,28,83764.97,577,429682.12,60,12.87,1,0,31,Mumbai,Student,PhD,Married,Travel,Yes,Yes,1,Yes,83764.97,577,Mumbai,Student,PhD,High Risk,high,Large
116556,42,44777.26,474,268501.65,24,16.95,2,0,1,Chennai,,Diploma,Single,Business,No,No,1,Yes,44777.26,474,Chennai,unknown,Diploma,High Risk,high,Large
112702,28,23639.9,549,530449.07,36,18.37,3,5,2,Bangalore,Freelancer,Bachelors,Divorced,Car,No,Yes,1,Yes,23639.9,549,Bangalore,Freelancer,Bachelors,High Risk,high,Large
111061,48,60618.78,759,254012.7,24,11.45,4,1,29,Jaipur,Salaried,Masters,Single,Personal,No,Yes,1,Yes,60618.78,759,Jaipur,Salaried,Masters,High Risk,high,Large
106145,56,10978.15,733,358270.57,24,12.69,2,5,30,Bangalore,Freelancer,HighSchool,Single,Personal,No,Yes,1,Yes,10978.15,733,Bangalore,Freelancer,HighSchool,High Risk,high,Large
111282,50,59953.03,713,382836.65,6,16.18,1,1,29,Kolkata,Freelancer,Bachelors,Married,Business,Yes,No,0,No,59953.03,713,Kolkata,Freelancer,Bachelors,Very Low Risk,high,Large
104372,36,51024.17,574,118666.8,6,7.41,2,3,10,Kolkata,Student,PhD,Divorced,Home,Yes,No,1,Yes,51024.17,574,Kolkata,Student,PhD,High Risk,high,Large
109875,58,65149.05,522,204235.88,18,23.43,0,3,17,Jaipur,Unemployed,Masters,Married,Home,Yes,No,1,Yes,65149.05,522,Jaipur,Unemployed,Masters,High Risk,high,Large
119295,18,48413.9,554,183775.82,18,22.34,1,4,8,Hyderabad,Freelancer,Masters,Married,Education,No,No,1,Yes,48413.9,554,Hyderabad,Freelancer,Masters,High Risk,high,Large
125288,64,,453,242053.71,6,16.81,1,5,34,Delhi,Student,Bachelors,Single,Personal,Yes,Yes,1,Yes,55020.04,453,Delhi,Student,Bachelors,High Risk,high,Large
123791,35,59792.39,594,166586.62,48,16.59,1,1,36,Jaipur,Freelancer,Diploma,Married,Personal,No,No,0,No,59792.39,594,Jaipur,Freelancer,Diploma,Medium Risk,high,Large
123667,23,40884.11,663,5000,60,12.07,2,5,30,Delhi,Business,Masters,Divorced,Education,No,No,1,Yes,40884.11,663,Delhi,Business,Masters,High Risk,high,Small
105282,37,48024.25,559,226161.89,12,20,0,1,34,Kolkata,Student,,Married,Travel,Yes,No,1,Yes,48024.25,559,Kolkata,Student,unknown,High Risk,high,Large
105214,30,46823.03,389,357296.48,60,11.32,2,2,30,Kolkata,Salaried,Masters,Divorced,Travel,Yes,No,1,Yes,46823.03,389,Kolkata,Salaried,Masters,High Risk,high,Large
100052,24,18789.34,,118334.29,12,17.87,3,5,16,Mumbai,Student,PhD,Single,Education,Yes,No,1,Yes,18789.34,601,Mumbai,Student,PhD,High Risk,high,Large
119355,47,61990.75,706,397652.47,60,21.4,3,1,39,Delhi,Salaried,Bachelors,Married,Personal,No,No,1,Yes,61990.75,706,Delhi,Salaried,Bachelors,High Risk,high,Large
117444,59,71064.12,531,5000,12,25.35,1,0,3,Mumbai,Business,Bachelors,Divorced,Personal,No,Yes,0,No,71064.12,531,Mumbai,Business,Bachelors,Medium Risk,high,Small
103353,37,51475.96,309,227568.81,12,14.37,2,5,11,Bangalore,Business,Bachelors,Married,Car,Yes,Yes,1,Yes,51475.96,309,Bangalore,Business,Bachelors,High Risk,high,Large
124971,47,85146.56,864,5000,48,15.95,0,2,29,Hyderabad,Salaried,HighSchool,Married,Personal,No,Yes,0,No,85146.56,864,Hyderabad,Salaried,HighSchool,Very Low Risk,high,Small
125103,55,24215.7,622,94342.65,12,11.26,1,3,23,Mumbai,Business,PhD,Divorced,Home,No,No,1,Yes,24215.7,622,Mumbai,Business,PhD,High Risk,high,Large
123334,29,96407.95,614,339316.11,48,13.76,1,4,3,Chennai,Freelancer,Bachelors,Divorced,Business,Yes,No,1,Yes,96407.95,614,Chennai,Freelancer,Bachelors,High Risk,high,Large
118754,62,,540,243033.02,24,14.92,1,3,33,Delhi,Student,PhD,Single,Education,Yes,No,1,Yes,55020.04,540,Delhi,Student,PhD,High Risk,high,Large
126787,23,83295.45,401,340602.11,36,12.07,2,2,39,Pune,Salaried,HighSchool,Married,Medical,Yes,Yes,1,Yes,83295.45,401,Pune,Salaried,HighSchool,High Risk,high,Large
114446,25,64754.74,880,5000,12,18.38,0,2,5,Bangalore,Salaried,Masters,Single,Home,Yes,No,1,Yes,64754.74,880,Bangalore,Salaried,Masters,High Risk,high,Small
117319,57,72447.87,449,366242.38,24,9.1,2,1,22,Pune,Business,Diploma,Divorced,Education,No,Yes,1,Yes,72447.87,449,Pune,Business,Diploma,High Risk,high,Large
119977,54,79491.52,463,5000,48,25.23,2,2,31,Kolkata,Student,HighSchool,Married,Education,No,Yes,1,Yes,79491.52,463,Kolkata,Student,HighSchool,High Risk,high,Small
106788,44,88094.78,638,347761.11,6,18.37,1,1,22,Jaipur,Unemployed,HighSchool,Single,Medical,No,Yes,1,Yes,88094.78,638,Jaipur,Unemployed,HighSchool,High Risk,high,Large
110008,55,83040.53,586,486624.94,6,21.7,0,5,2,Mumbai,Business,PhD,Married,Travel,Yes,No,0,No,83040.53,586,Mumbai,Business,PhD,Medium Risk,high,Large
101598,26,49891.78,461,7500.28,12,9.3,3,2,26,Jaipur,Student,Diploma,Single,Business,No,No,1,Yes,49891.78,461,Jaipur,Student,Diploma,High Risk,high,Small
121990,49,65979.86,540,154387.96,6,13.66,3,5,5,Jaipur,Salaried,HighSchool,Married,Personal,Yes,No,1,Yes,65979.86,540,Jaipur,Salaried,HighSchool,High Risk,high,Large
105727,64,,773,128968.55,48,25.42,1,5,35,Pune,Unemployed,Bachelors,Married,Business,Yes,No,1,Yes,55020.04,773,Pune,Unemployed,Bachelors,High Risk,high,Large
100210,49,69119.84,570,305052.48,6,9.26,4,1,8,Hyderabad,Salaried,HighSchool,Married,Car,Yes,Yes,1,Yes,69119.84,570,Hyderabad,Salaried,HighSchool,High Risk,high,Large
112011,56,53174.6,522,291034.43,24,26.86,2,4,1,Pune,Student,Diploma,Married,Business,No,No,1,Yes,53174.6,522,Pune,Student,Diploma,High Risk,high,Large
123502,22,36291.21,735,161777.42,36,14.91,2,4,37,Kolkata,Student,Diploma,Single,Home,Yes,No,1,Yes,36291.21,735,Kolkata,Student,Diploma,High Risk,high,Large
124459,22,82016.07,440,451153.95,36,25.44,2,3,20,Delhi,Student,HighSchool,Married,Business,Yes,No,0,No,82016.07,440,Delhi,Student,HighSchool,Medium Risk,high,Large
119175,18,50523.1,364,53446.3,6,22.44,0,0,24,Bangalore,Unemployed,Diploma,Single,Medical,No,Yes,1,Yes,50523.1,364,Bangalore,Unemployed,Diploma,High Risk,high,Medium
102140,23,54924.73,371,5000,12,16.49,0,5,24,Mumbai,Student,HighSchool,Married,Car,Yes,Yes,0,No,54924.73,371,Mumbai,Student,HighSchool,Medium Risk,high,Small
104303,51,84128.99,334,320032.34,36,21.7,1,3,19,Mumbai,Salaried,Masters,Married,Education,No,No,1,Yes,84128.99,334,Mumbai,Salaried,Masters,High Risk,high,Large
111453,42,76026.64,805,49629.67,12,18.52,4,3,30,Kolkata,Business,Diploma,Married,Travel,Yes,Yes,1,Yes,76026.64,805,Kolkata,Business,Diploma,High Risk,high,Medium
114575,54,22303.71,458,161997.03,24,12.37,2,4,21,Pune,Freelancer,Masters,Single,Travel,Yes,No,1,Yes,22303.71,458,Pune,Freelancer,Masters,High Risk,high,Large
106395,40,30265.24,579,764023.29,6,18.36,0,0,9,Delhi,Freelancer,Diploma,Single,Medical,Yes,Yes,1,Yes,30265.24,579,Delhi,Freelancer,Diploma,High Risk,high,Large
110385,58,64362.74,405,259917.46,60,19.7,3,2,1,Delhi,Freelancer,PhD,Divorced,Education,No,Yes,1,Yes,64362.74,405,Delhi,Freelancer,PhD,High Risk,high,Large
122568,28,65682.11,769,174329.54,24,9.71,0,3,23,Bangalore,Student,Masters,Married,Home,No,No,1,Yes,65682.11,769,Bangalore,Student,Masters,High Risk,high,Large
114753,24,70956.08,458,58950.02,48,17.3,1,3,34,Bangalore,Unemployed,PhD,Married,Education,No,Yes,1,Yes,70956.08,458,Bangalore,Unemployed,PhD,High Risk,high,Medium
124075,56,30129.4,676,264069.03,18,12.55,4,0,24,Bangalore,Freelancer,PhD,Divorced,Business,Yes,No,1,Yes,30129.4,676,Bangalore,Freelancer,PhD,High Risk,high,Large
117786,25,50652.73,445,516697.95,24,26.64,3,2,34,Mumbai,Salaried,PhD,Single,Car,Yes,No,1,Yes,50652.73,445,Mumbai,Salaried,PhD,High Risk,high,Large
114403,63,8000,447,5000,12,20.59,1,5,27,Jaipur,Unemployed,Diploma,Single,Personal,No,Yes,1,Yes,8000,447,Jaipur,Unemployed,Diploma,High Risk,high,Small
100501,60,93999.91,837,324771.41,48,16.21,1,1,19,Pune,Salaried,PhD,Divorced,Car,No,No,0,No,93999.91,837,Pune,Salaried,PhD,Very Low Risk,high,Large
123009,41,59234.08,661,63750.24,48,13.34,4,2,29,Kolkata,Business,,Single,Education,No,Yes,0,No,59234.08,661,Kolkata,Business,unknown,Low Risk,high,Medium
116992,48,50253.25,609,133774.67,48,21.53,2,0,15,Hyderabad,Unemployed,Bachelors,Married,Home,No,No,1,Yes,50253.25,609,Hyderabad,Unemployed,Bachelors,High Risk,high,Large
112542,37,39594.57,573,456202.07,48,9.56,2,5,15,Hyderabad,Salaried,,Married,Travel,No,Yes,1,Yes,39594.57,573,Hyderabad,Salaried,unknown,High Risk,high,Large
116418,22,38045.27,502,194248.34,24,10.84,2,4,8,Jaipur,Freelancer,Masters,Single,Travel,No,No,1,Yes,38045.27,502,Jaipur,Freelancer,Masters,High Risk,high,Large
127950,56,21923.65,820,302830.17,48,20.71,1,1,10,Bangalore,Unemployed,Bachelors,Single,Business,Yes,No,1,Yes,21923.65,820,Bangalore,Unemployed,Bachelors,High Risk,high,Large
117005,39,,356,289542.03,36,11.87,1,4,10,Chennai,Salaried,PhD,Single,Car,Yes,No,1,Yes,55020.04,356,Chennai,Salaried,PhD,High Risk,high,Large
109987,47,74743.58,553,292384.4,48,8.68,2,2,5,Chennai,Freelancer,Masters,Married,Travel,No,No,1,Yes,74743.58,553,Chennai,Freelancer,Masters,High Risk,high,Large
126914,42,78572.23,626,89280.81,6,17.61,0,0,30,Kolkata,Salaried,Diploma,Divorced,Car,No,No,0,No,78572.23,626,Kolkata,Salaried,Diploma,Low Risk,high,Large
116650,25,19107.89,659,140063.57,36,17.98,0,1,30,Bangalore,Salaried,Diploma,Divorced,Medical,Yes,Yes,1,Yes,19107.89,659,Bangalore,Salaried,Diploma,High Risk,high,Large
117927,55,57519.11,614,254790.64,12,13.34,1,5,21,Kolkata,Freelancer,Bachelors,Single,Personal,No,Yes,1,Yes,57519.11,614,Kolkata,Freelancer,Bachelors,High Risk,high,Large
108713,40,20418.52,758,232313.62,6,16.74,0,0,32,Hyderabad,Unemployed,HighSchool,Married,Education,No,Yes,1,Yes,20418.52,758,Hyderabad,Unemployed,HighSchool,High Risk,high,Large
129123,60,52509.08,649,466054.99,24,11.05,2,4,17,Bangalore,Freelancer,HighSchool,Married,Home,No,Yes,0,No,52509.08,649,Bangalore,Freelancer,HighSchool,Low Risk,high,Large
119981,41,49618.74,796,62120.23,48,12.66,0,3,30,Pune,Student,PhD,Single,Home,No,Yes,0,No,49618.74,796,Pune,Student,PhD,Very Low Risk,high,Medium
110059,30,45541.5,886,205855.85,60,14.89,3,2,22,Kolkata,Student,HighSchool,Married,Education,No,No,1,Yes,45541.5,886,Kolkata,Student,HighSchool,High Risk,high,Large
107451,50,51341.27,312,403392.75,48,15.22,0,4,20,Mumbai,Freelancer,Diploma,Single,Business,Yes,No,1,Yes,51341.27,312,Mumbai,Freelancer,Diploma,High Risk,high,Large
126456,38,65060.55,541,400099.82,36,9.26,1,4,4,Hyderabad,Salaried,Masters,Single,Personal,Yes,No,1,Yes,65060.55,541,Hyderabad,Salaried,Masters,High Risk,high,Large
124407,40,48268.23,530,283932.75,60,14.69,1,5,26,Pune,Student,PhD,Divorced,Travel,Yes,Yes,1,Yes,48268.23,530,Pune,Student,PhD,High Risk,high,Large
109320,30,49336.75,367,326015.08,18,18.56,4,0,39,Delhi,Business,Diploma,Divorced,Personal,Yes,No,1,Yes,49336.75,367,Delhi,Business,Diploma,High Risk,high,Large
121368,57,96779.34,526,356732.37,60,22.79,1,3,14,Bangalore,Student,PhD,Single,Travel,No,Yes,1,Yes,96779.34,526,Bangalore,Student,PhD,High Risk,high,Large
104913,38,36496.64,,14739.96,48,22.38,1,1,16,Kolkata,Freelancer,,Single,Car,No,Yes,1,Yes,36496.64,601,Kolkata,Freelancer,unknown,High Risk,high,Small
119507,26,67651.85,309,176968.57,24,11.09,0,1,14,Mumbai,Student,Masters,Married,Car,Yes,Yes,1,Yes,67651.85,309,Mumbai,Student,Masters,High Risk,high,Large
124240,32,80759.06,,294164.1,36,16.13,3,4,13,Kolkata,Freelancer,Bachelors,Married,Home,No,No,1,Yes,80759.06,601,Kolkata,Freelancer,Bachelors,High Risk,high,Large
106223,64,40870.09,312,176304.02,48,21.43,1,5,7,Mumbai,Salaried,,Married,Home,Yes,Yes,1,Yes,40870.09,312,Mumbai,Salaried,unknown,High Risk,high,Large
105236,30,61993.17,758,221043.29,24,17.39,1,0,11,Delhi,Freelancer,Masters,Married,Personal,Yes,Yes,1,Yes,61993.17,758,Delhi,Freelancer,Masters,High Risk,high,Large
129731,22,66696.15,642,110172.9,12,11.03,2,5,8,Kolkata,Freelancer,PhD,Divorced,Business,No,No,1,Yes,66696.15,642,Kolkata,Freelancer,PhD,High Risk,high,Large
118731,24,94269.98,329,128656.36,60,11.48,1,1,29,Mumbai,Unemployed,Bachelors,Divorced,Education,No,No,1,Yes,94269.98,329,Mumbai,Unemployed,Bachelors,High Risk,high,Large
104120,25,15591.86,853,31595.06,24,23.78,1,1,20,Delhi,Business,PhD,Married,Education,No,Yes,1,Yes,15591.86,853,Delhi,Business,PhD,High Risk,high,Medium
129356,25,34676.3,621,353914.2,18,16.16,1,0,17,Delhi,Freelancer,PhD,Married,Home,No,No,0,No,34676.3,621,Delhi,Freelancer,PhD,Low Risk,high,Large
128915,33,58550.02,536,158232.38,18,13.1,0,0,16,Bangalore,Student,Bachelors,Divorced,Business,No,Yes,1,Yes,58550.02,536,Bangalore,Student,Bachelors,High Risk,high,Large
105657,46,92591.21,397,158288.75,6,11.68,1,1,17,Pune,Business,,Single,Travel,No,Yes,0,No,92591.21,397,Pune,Business,unknown,Medium Risk,high,Large
103193,38,43653.78,487,133864.45,12,27.71,0,4,7,Bangalore,Unemployed,Diploma,Single,Home,Yes,Yes,1,Yes,43653.78,487,Bangalore,Unemployed,Diploma,High Risk,high,Large
121290,61,15923.07,890,169640.13,12,26.3,0,5,31,Hyderabad,Unemployed,Diploma,Divorced,Travel,No,Yes,1,Yes,15923.07,890,Hyderabad,Unemployed,Diploma,High Risk,high,Large
124521,21,35203.62,373,460845.4,48,27.21,0,1,17,Jaipur,Freelancer,Diploma,Single,Education,No,No,1,Yes,35203.62,373,Jaipur,Freelancer,Diploma,High Risk,high,Large
103162,39,71919.5,649,180036.33,6,24.33,1,5,39,Mumbai,Freelancer,Diploma,Married,Medical,Yes,No,1,Yes,71919.5,649,Mumbai,Freelancer,Diploma,High Risk,high,Large
111967,60,62523.15,530,100058.84,24,21.05,0,1,4,Kolkata,Business,HighSchool,Married,Personal,No,No,0,No,62523.15,530,Kolkata,Business,HighSchool,Medium Risk,high,Large
108941,40,45559.83,498,175558.21,12,23.8,0,5,37,Kolkata,Freelancer,Masters,Single,Education,Yes,No,1,Yes,45559.83,498,Kolkata,Freelancer,Masters,High Risk,high,Large
111189,33,62062.81,622,27217.26,48,9.56,1,5,36,Mumbai,Business,Masters,Divorced,Car,No,Yes,0,No,62062.81,622,Mumbai,Business,Masters,Low Risk,high,Small
126145,64,54727.67,739,80890.35,12,24.79,0,5,3,Delhi,Student,Masters,Married,Home,Yes,No,1,Yes,54727.67,739,Delhi,Student,Masters,High Risk,high,Large
112917,41,76715.26,,55853.44,24,12.01,0,2,34,Bangalore,Unemployed,PhD,Divorced,Business,No,Yes,1,Yes,76715.26,601,Bangalore,Unemployed,PhD,High Risk,high,Medium
101738,64,82870.55,528,230964.27,18,14.24,3,2,17,Mumbai,Freelancer,HighSchool,Married,Medical,Yes,No,1,Yes,82870.55,528,Mumbai,Freelancer,HighSchool,High Risk,high,Large
114008,33,58632.25,683,113518.22,18,10.91,2,5,9,Delhi,Salaried,Bachelors,Married,Education,Yes,No,0,No,58632.25,683,Delhi,Salaried,Bachelors,Low Risk,high,Large
108618,42,79012.47,582,206382.44,18,11.56,1,2,20,Hyderabad,Salaried,Masters,Single,Home,No,No,1,Yes,79012.47,582,Hyderabad,Salaried,Masters,High Risk,high,Large
113162,45,65128.91,611,217348.32,36,20.61,0,5,7,Chennai,Business,PhD,Divorced,Home,No,Yes,1,Yes,65128.91,611,Chennai,Business,PhD,High Risk,high,Large
